Date,Price
2014-11-27,0.0
2014-11-28,0.0
2014-12-02,0.0
2014-12-18,0.0
2014-12-26,0.0
2014-12-28,0.0
2014-12-31,0.0
2015-01-02,0.0
2015-03-13,0.0
2015-03-16,0.0
2015-06-11,0.0
2015-06-22,0.0
2015-07-30,0.0
2015-08-20,0.0
2015-08-24,0.0
2015-11-25,0.0
2015-12-01,0.0
2015-12-03,0.0
2015-12-05,0.0
2015-12-22,0.0
2016-01-04,0.0
2016-02-05,0.0
2016-02-12,0.0
2016-06-23,0.0
2016-07-04,0.0
2016-11-23,0.0
2016-11-30,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-22,0.0
2017-01-02,0.0
2017-06-22,0.0
2017-07-05,0.0
2017-11-22,0.0
2017-11-28,0.0
2017-12-07,0.0
2017-12-09,0.0
2017-12-21,0.0
2018-01-04,0.0
2018-02-15,0.0
2018-02-19,0.0
2018-06-21,0.0
2018-07-05,0.0
2018-11-21,0.0
2018-11-27,0.0
2018-12-06,0.0
