Date,Price
2015-05-29,1100.0
2015-06-11,1100.0
2015-06-22,1100.0
2015-11-05,1100.0
2015-11-25,1100.0
2015-12-01,1100.0
2015-12-22,1100.0
2016-01-04,1100.0
2016-02-05,1100.0
2016-02-12,1100.0
2016-04-28,1100.0
2016-05-02,1100.0
2016-06-23,1100.0
2016-07-04,1100.0
2016-08-22,1100.0
2016-08-23,1100.0
2016-11-24,1100.0
2016-11-29,1100.0
2016-12-22,1100.0
2017-01-02,1100.0
2017-06-22,1100.0
2017-06-22,1100.0
2017-07-05,1100.0
2017-10-31,1100.0
2017-11-01,1100.0
2017-11-22,1100.0
2017-11-28,1100.0
2017-12-21,1100.0
2018-01-04,1100.0
2018-02-16,1100.0
2018-02-19,1100.0
2018-06-21,1100.0
2018-07-05,1100.0
2018-10-29,1100.0
2018-11-01,1100.0
2018-11-21,1100.0
2018-11-27,1100.0
2018-12-20,1100.0
2019-01-03,1100.0
2019-02-04,1100.0
2019-02-11,1100.0
2019-06-25,1100.0
2019-07-09,1100.0
2019-10-28,1100.0
2019-11-01,1100.0
2019-11-26,1100.0
2019-12-03,1100.0
2019-12-19,1100.0
2020-01-02,1100.0
2020-01-11,1100.0
2020-01-18,1100.0
2020-01-24,1100.0
2020-01-27,1100.0
2020-06-25,1100.0
2020-07-09,1100.0
2020-10-29,1100.0
2020-11-02,1100.0
2020-11-25,1100.0
2020-12-01,1100.0
2020-12-22,1100.0
2021-01-05,1100.0
