Date,Price
2016-05-11,2499.0
2016-11-23,2499.0
2016-11-29,2499.0
2016-12-01,2499.0
2016-12-03,2499.0
2016-12-20,2499.0
2017-01-02,2499.0
2017-02-09,2499.0
2017-02-13,2499.0
2017-02-13,2499.0
2017-03-17,2499.0
2017-03-20,2499.0
2017-05-04,2499.0
2017-05-11,2499.0
2017-06-22,2499.0
2017-06-22,2499.0
2017-07-05,2499.0
2017-07-27,2499.0
2017-07-31,2499.0
2017-09-01,2499.0
2017-09-04,2499.0
2017-11-09,2499.0
2017-11-13,2499.0
2017-11-22,2499.0
2017-12-01,2499.0
2017-12-21,2499.0
2018-01-04,2499.0
2018-02-08,2499.0
2018-02-15,2499.0
2018-02-15,2499.0
2018-02-19,2499.0
2018-03-08,2499.0
2018-03-12,2499.0
2018-05-15,2499.0
2018-05-22,2499.0
2018-05-30,2499.0
2018-05-31,2499.0
2018-06-21,2499.0
2018-07-05,2499.0
2018-08-13,2499.0
2018-08-20,2499.0
2018-09-27,2499.0
2018-10-01,2499.0
2018-11-06,2499.0
2018-11-09,2499.0
2018-11-20,2499.0
2018-11-21,2499.0
2018-11-27,2499.0
2018-12-20,2499.0
2019-01-03,2499.0
2019-02-04,2499.0
2019-02-18,2499.0
2019-03-04,2499.0
2019-03-11,2499.0
2019-05-06,2499.0
2019-05-20,2499.0
2019-06-25,2499.0
2019-07-09,2499.0
2019-07-15,2499.0
2019-07-29,2499.0
2019-10-03,2499.0
2019-10-21,2499.0
2019-11-10,2499.0
2019-11-12,2499.0
2019-11-26,2499.0
2019-12-03,2499.0
2019-12-12,2499.0
2019-12-14,2499.0
2019-12-19,2499.0
2020-01-02,2499.0
2020-01-13,2499.0
2020-01-22,2499.0
2020-01-23,2499.0
2020-01-27,2499.0
2020-03-12,2499.0
2020-03-16,2499.0
2020-04-06,2499.0
2020-04-20,2499.0
2020-06-08,2499.0
2020-06-22,2499.0
2020-06-25,2499.0
2020-07-09,2499.0
2020-07-23,2499.0
2020-07-27,2499.0
2020-09-08,2499.0
2020-09-11,2499.0
2020-09-23,2499.0
2020-10-07,2499.0
2020-10-21,2499.0
2020-10-26,2499.0
2020-10-29,2499.0
2020-11-02,2499.0
2020-11-03,2499.0
2020-11-10,2499.0
2020-11-25,2499.0
2020-12-01,2499.0
2020-12-22,2499.0
2021-01-05,2499.0
2021-01-28,2499.0
