Date,Price
2014-11-27,1799.0
2015-05-18,1799.0
2015-05-29,1799.0
2015-06-11,1799.0
2015-06-22,1799.0
2015-09-10,1799.0
2015-09-15,1799.0
2015-10-29,1799.0
2015-11-02,1799.0
2015-11-10,1799.0
2015-11-12,1799.0
2015-11-25,1799.0
2015-12-01,1799.0
2015-12-03,1799.0
2015-12-05,1799.0
2015-12-22,1799.0
2016-01-04,1799.0
2016-02-05,1799.0
2016-02-12,1799.0
2016-02-16,1799.0
2016-05-17,1799.0
2016-06-01,1799.0
2016-06-23,1799.0
2016-07-04,1799.0
2016-08-23,1799.0
2016-08-26,1799.0
2016-08-29,1799.0
2016-09-30,1799.0
2016-10-03,1799.0
2016-10-21,1799.0
2016-10-24,1799.0
2016-10-28,1799.0
2016-11-02,1799.0
2016-11-23,1799.0
2016-11-30,1799.0
2016-12-22,1799.0
2017-01-02,1799.0
2017-01-30,1799.0
2017-02-01,1799.0
2017-03-28,1799.0
2017-03-30,1799.0
2017-05-30,1799.0
2017-06-04,1799.0
2017-06-22,1799.0
2017-07-05,1799.0
2017-08-29,1799.0
2017-09-02,1799.0
2017-10-16,1799.0
2017-10-22,1799.0
2017-10-26,1799.0
2017-11-01,1799.0
2017-11-22,1799.0
2017-11-28,1799.0
2017-12-21,1799.0
2018-01-04,1799.0
2018-02-05,1799.0
2018-02-11,1799.0
2018-02-15,1799.0
2018-02-19,1799.0
2018-04-09,1799.0
2018-04-15,1799.0
2018-06-11,1799.0
2018-06-17,1799.0
2018-06-21,1799.0
2018-07-05,1799.0
2018-09-03,1799.0
2018-09-10,1799.0
2018-10-29,1799.0
2018-11-01,1799.0
2018-11-06,1799.0
2018-11-09,1799.0
2018-11-21,1799.0
2018-11-27,1799.0
2018-12-20,1799.0
2019-01-03,1799.0
2019-02-04,1799.0
2019-02-11,1799.0
2019-04-08,1799.0
2019-04-14,1799.0
2019-06-10,1799.0
2019-06-17,1799.0
2019-06-25,1799.0
2019-07-09,1799.0
2019-09-02,1799.0
2019-09-09,1799.0
2019-10-28,1799.0
2019-11-01,1799.0
2019-11-10,1799.0
2019-11-12,1799.0
2019-11-26,1799.0
2019-12-03,1799.0
2019-12-12,1799.0
2019-12-14,1799.0
2019-12-19,1799.0
2020-01-02,1799.0
2020-01-23,1799.0
2020-01-27,1799.0
2020-03-23,1799.0
2020-04-06,1799.0
2020-05-18,1799.0
2020-06-01,1799.0
2020-06-25,1799.0
2020-07-09,1799.0
2020-08-24,1799.0
2020-09-07,1799.0
2020-10-29,1799.0
2020-11-02,1799.0
2020-11-25,1799.0
2020-12-01,1799.0
2020-12-09,1799.0
2020-12-14,1799.0
2020-12-22,1799.0
2021-01-05,1799.0
