Date,Price
2025-06-05,207
2025-06-12,690
2025-06-27,690
2025-09-29,227
2025-10-06,690
2025-12-18,455
2026-01-05,690
2026-02-18,455
2026-03-04,690
2026-04-04,455
2026-04-16,455
