Date,Price
2025-12-05,10989
2025-12-07,10989
2025-12-09,10989
2025-12-10,10989
2025-12-13,10989
2025-12-14,10989
2025-12-15,10989
2025-12-18,10989
2025-12-19,10989
2025-12-21,10989
2025-12-23,10989
2025-12-24,10989
2025-12-25,10989
2025-12-27,15827
2025-12-28,15827
2025-12-31,15827
2026-01-01,15827
2026-01-02,15827
2026-01-03,15827
2026-01-04,15827
2026-01-05,15827
2026-01-07,15827
2026-01-08,15827
2026-01-10,15827
2026-01-11,15827
2026-01-14,15827
2026-01-15,15827
2026-01-17,15827
2026-01-19,15827
2026-01-20,15827
2026-01-22,15827
2026-01-23,15827
2026-01-24,15827
2026-01-26,15827
2026-01-27,15827
2026-01-31,15827
2026-02-04,16031
2026-02-07,16031
2026-02-09,16031
2026-02-15,16031
2026-02-20,16031
2026-02-22,16031
2026-02-23,16031
2026-02-28,15804
2026-03-02,15804
2026-03-06,16031
2026-03-09,16031
2026-03-10,16031
2026-03-11,16031
2026-03-13,16025
2026-03-14,16025
2026-03-15,16025
2026-03-18,16025
2026-03-24,16025
